@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute Hand_Number numeric
@attribute ThumbExtension_x numeric
@attribute ThumbExtension_y numeric
@attribute ThumbExtension_z numeric
@attribute IndexExtension_x numeric
@attribute IndexExtension_y numeric
@attribute IndexExtension_z numeric
@attribute MiddleExtension_x numeric
@attribute MiddleExtension_y numeric
@attribute MiddleExtension_z numeric
@attribute RingExtension_x numeric
@attribute RingExtension_y numeric
@attribute RingExtension_z numeric
@attribute PinkyExtension_x numeric
@attribute PinkyExtension_y numeric
@attribute PinkyExtension_z numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric

@data
228,'2021/08/06 11:08:01:634',3,0,58.57,-38.337677,61.763649,-28.478676,-17.244614,99.323219,-63.703423,-9.075684,91.328476,-85.035095,0.082062,72.074493,-104.111107,1.258545,14.765168,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
229,'2021/08/06 11:08:01:651',3,0,58.493301,-38.37587,61.812641,-28.564384,-17.223724,99.297539,-63.780529,-9.021057,91.270103,-85.08683,0.156616,72.012627,-104.120377,1.346863,14.689268,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
230,'2021/08/06 11:08:01:668',3,0,58.500038,-38.363464,61.814011,-28.546616,-17.221268,99.301552,-63.77726,-9.012314,91.269814,-85.07901,0.166214,72.021523,-104.119217,1.344666,14.697615,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
231,'2021/08/06 11:08:01:685',3,0,58.502296,-38.359512,61.814369,-28.537315,-17.239334,99.297592,-63.782536,-9.018005,91.26368,-85.076736,0.170425,72.024498,-104.119095,1.340805,14.698761,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
232,'2021/08/06 11:08:01:702',3,0,58.503502,-38.35228,61.817757,-28.542336,-17.249176,99.289337,-63.787117,-9.025314,91.258614,-85.079361,0.167297,72.021599,-104.1194,1.336273,14.697376,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
233,'2021/08/06 11:08:01:719',3,0,58.507729,-38.349442,61.815556,-28.532021,-17.255661,99.287178,-63.779137,-9.011169,91.265564,-85.072037,0.183136,72.030548,-104.118034,1.35257,14.710809,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
234,'2021/08/06 11:08:01:737',3,0,58.501549,-38.325836,61.836086,-28.566772,-17.259445,99.268082,-63.796333,-9.00238,91.254112,-85.087074,0.183899,72.012642,-104.121063,1.340729,14.690853,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
235,'2021/08/06 11:08:01:755',3,0,58.501282,-38.311554,61.845242,-28.583328,-17.236984,99.266792,-63.805458,-9.009476,91.24157,-85.088531,0.176086,72.008476,-104.122055,1.333466,14.684448,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
236,'2021/08/06 11:08:01:772',3,0,58.500443,-38.308578,61.847912,-28.594643,-17.207703,99.271538,-63.806976,-9.033325,91.228859,-85.087341,0.187668,72.009689,-104.121323,1.34108,14.687499,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
237,'2021/08/06 11:08:01:789',3,0,58.500244,-38.31427,61.844624,-28.603378,-17.194351,99.271736,-63.80957,-9.074646,91.207611,-85.08342,0.188202,72.01297,-104.120094,1.348434,14.693441,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
238,'2021/08/06 11:08:01:807',3,0,58.501457,-38.320023,61.839954,-28.611755,-17.178009,99.275017,-63.812141,-9.094055,91.199234,-85.077942,0.178543,72.017143,-104.119972,1.366409,14.69934,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
239,'2021/08/06 11:08:01:824',3,0,58.516502,-38.323822,61.823395,-28.586296,-17.169632,99.28347,-63.787827,-9.095871,91.216576,-85.056969,0.189072,72.042107,-104.115524,1.379074,14.730587,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
240,'2021/08/06 11:08:01:841',3,0,58.516556,-38.322586,61.824146,-28.595703,-17.176086,99.2752,-63.789352,-9.087402,91.217148,-85.058487,0.19043,72.040268,-104.114449,1.379227,14.733145,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
241,'2021/08/06 11:08:01:859',3,0,58.51918,-38.308304,61.830555,-28.616241,-17.187744,99.261009,-63.801445,-9.055054,91.217178,-85.061577,0.186035,72.035973,-104.113167,1.35643,14.73211,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
242,'2021/08/06 11:08:01:876',3,0,58.528687,-38.388138,61.772053,-28.548035,-17.424637,99.221169,-63.785275,-9.053833,91.238548,-85.030899,0.165436,72.071571,-104.101357,1.370422,14.785645,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
243,'2021/08/06 11:08:01:893',3,0,58.522423,-38.424576,61.755379,-28.537651,-17.492966,99.210236,-63.796997,-9.051865,91.238037,-85.033371,0.144485,72.067268,-104.0998,1.379532,14.789124,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
244,'2021/08/06 11:08:01:911',3,0,58.53186,-38.374847,61.77739,-28.535042,-17.447021,99.218277,-63.795471,-9.012009,91.243378,-85.037697,0.149841,72.059967,-104.097649,1.349335,14.791403,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
245,'2021/08/06 11:08:01:928',3,0,58.537766,-38.329514,61.79998,-28.542877,-17.388138,99.223175,-63.790413,-8.956482,91.25251,-85.036453,0.181549,72.059601,-104.091652,1.314972,14.799753,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
246,'2021/08/06 11:08:01:945',3,0,58.540878,-38.288727,61.822334,-28.568916,-17.331451,99.223785,-63.792976,-8.918304,91.254608,-85.035873,0.192749,72.056229,-104.089775,1.273117,14.792924,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
247,'2021/08/06 11:08:01:963',3,0,58.534981,-38.264252,61.843117,-28.622726,-17.255844,99.220901,-63.802586,-8.893845,91.24968,-85.037254,0.196869,72.049393,-104.088737,1.257126,14.782644,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
248,'2021/08/06 11:08:01:980',3,0,58.525902,-38.234726,61.869995,-28.705818,-17.215118,99.195183,-63.824432,-8.867737,91.239052,-85.048233,0.185867,72.032143,-104.085358,1.212448,14.766091,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
249,'2021/08/06 11:08:37:321',4,0,-92.07309,6.475006,-30.370663,-79.826408,-4.923309,78.392204,-28.809128,38.800873,40.403946,-5.406391,36.311172,41.419491,34.871258,20.103821,95.10067,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
250,'2021/08/06 11:08:37:338',4,0,-92.154564,6.224274,-30.166634,-79.644348,-4.485321,78.603394,-28.643837,38.992493,40.343826,-5.268955,36.416611,41.364677,35.137413,20.397751,94.93972,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
251,'2021/08/06 11:08:37:355',4,0,-92.320618,5.630356,-29.924969,-79.315735,-3.182159,78.999107,-28.362785,39.604568,39.957348,-5.022507,36.924484,40.983807,35.618404,21.579208,94.503441,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
252,'2021/08/06 11:08:37:372',4,0,-92.430916,5.082245,-29.81922,-79.175789,-3.024414,79.14859,-28.235382,39.668961,40.013702,-4.931908,36.887817,41.086502,35.841152,21.617691,94.413048,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
253,'2021/08/06 11:08:37:390',4,0,-92.469643,4.016785,-29.949013,-79.249397,-3.50795,79.056061,-28.427753,39.40683,40.171051,-5.153111,36.647598,41.342056,35.672512,21.476257,94.511307,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
254,'2021/08/06 11:08:37:407',4,0,-92.52063,2.637833,-30.0051,-79.297668,-3.883926,78.99707,-28.569988,39.155533,40.348804,-5.322651,36.43721,41.56279,35.573784,21.293945,94.591507,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
255,'2021/08/06 11:08:37:424',4,0,-92.585213,2.101624,-29.915142,-79.200989,-3.88266,79.096558,-28.504646,39.099899,40.463573,-5.286732,36.341949,41.6805,35.711445,21.226761,94.554665,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
256,'2021/08/06 11:08:37:441',4,0,-92.626602,1.916214,-29.905317,-79.15477,-4.090256,79.133919,-28.496693,38.947647,40.609505,-5.306614,36.172348,41.839752,35.758442,21.047211,94.573936,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
257,'2021/08/06 11:08:37:458',4,0,-92.659546,1.689941,-29.897984,-79.117523,-4.299622,79.161125,-28.509136,38.784119,40.761787,-5.335274,36.054016,41.955765,35.78339,20.908325,94.590027,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
258,'2021/08/06 11:08:37:476',4,0,-92.716316,1.075134,-30.033592,-79.126755,-4.511169,79.144829,-28.575638,38.603149,40.910286,-5.397236,35.969421,42.025475,35.759907,20.819351,94.616219,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
259,'2021/08/06 11:08:37:493',4,0,-92.74012,0.607697,-30.077427,-79.130714,-4.425079,79.149437,-28.576275,38.624817,40.892799,-5.404953,36.010788,41.998688,35.774059,20.951401,94.579346,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
260,'2021/08/06 11:08:37:510',4,0,-92.799973,0.062195,-30.131519,-79.090103,-4.43013,79.193909,-28.544815,38.585373,40.93866,-5.387852,36.061401,41.976181,35.851082,20.96376,94.547104,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
261,'2021/08/06 11:08:37:527',4,0,-92.838867,-0.477142,-30.209438,-79.09375,-4.2099,79.209122,-28.499039,38.670547,40.881947,-5.365788,36.287033,41.812065,35.902309,21.142426,94.488602,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
262,'2021/08/06 11:08:37:544',4,0,-92.880424,-0.735718,-30.283474,-79.103569,-3.852356,79.227173,-28.409035,38.85379,40.74934,-5.296558,36.505142,41.644344,35.981564,21.429138,94.394341,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
263,'2021/08/06 11:08:37:561',4,0,-92.933716,-0.777084,-30.268616,-79.06575,-3.52356,79.290718,-28.26894,39.032562,40.668583,-5.171715,36.753647,41.436459,36.130875,21.615906,94.293617,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
264,'2021/08/06 11:08:37:579',4,0,-92.943558,-0.678665,-30.252813,-79.080284,-3.321136,79.29335,-28.159512,39.158585,40.615273,-5.078262,36.92128,41.302109,36.206608,21.698288,94.243195,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
265,'2021/08/06 11:08:37:596',4,0,-92.943817,-0.562073,-30.244534,-79.112701,-3.24826,79.274231,-28.074234,39.276962,40.557446,-5.004498,37.103348,41.12394,36.259151,21.77951,94.202789,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
266,'2021/08/06 11:08:37:615',4,0,-92.945953,-0.519989,-30.26329,-79.144562,-3.347504,79.24511,-28.030621,39.329483,40.535431,-4.970867,37.220474,41.015831,36.279381,21.801971,94.187752,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
267,'2021/08/06 11:08:37:632',4,0,-92.901062,-0.623779,-30.342628,-79.241745,-3.684113,79.136612,-28.133881,39.235962,40.55442,-5.079914,37.248672,40.982368,36.142311,21.744797,94.252319,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
268,'2021/08/06 11:08:37:649',4,0,-92.838959,-0.842682,-30.441881,-79.352921,-4.165924,79.003418,-28.31398,39.033615,40.624325,-5.260288,37.207764,41.001724,35.941463,21.583878,94.367035,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
269,'2021/08/06 11:08:37:666',4,0,-92.664238,-2.1539,-30.853783,-79.630043,-6.643158,78.559189,-29.176037,37.900299,41.082989,-6.074574,36.696335,41.28199,35.192963,20.667892,94.870415,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
270,'2021/08/06 11:08:37:683',4,0,-92.561676,-3.304916,-31.074074,-79.718719,-8.167267,78.333405,-29.744429,37.139786,41.363136,-6.604473,36.436844,41.327488,34.819508,20.141144,95.144753,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
271,'2021/08/06 11:08:37:701',4,0,-92.412704,-4.273026,-31.385796,-79.922928,-9.213593,78.02092,-30.255806,36.494919,41.536865,-7.091389,36.115494,41.464302,34.448837,19.533783,95.444473,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
272,'2021/08/06 11:08:37:719',4,0,-92.431953,-4.073593,-31.334084,-79.954056,-8.51442,78.072639,-30.099953,36.830414,41.31575,-6.936245,36.405426,41.197334,34.637619,19.723099,95.364388,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
273,'2021/08/06 11:08:37:735',4,0,-92.457802,-3.585007,-31.145355,-79.924225,-7.739426,78.18528,-29.836697,37.208527,41.140759,-6.6702,36.71817,40.915195,34.894001,19.926514,95.237991,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
274,'2021/08/06 11:08:37:752',4,0,-92.433456,-3.156815,-31.020237,-79.916405,-7.62619,78.207375,-29.743637,37.279266,41.135559,-6.573868,36.815826,40.820869,35.006256,19.885254,95.211426,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
275,'2021/08/06 11:08:37:769',4,0,-92.486206,-2.935394,-30.809414,-79.820297,-6.59256,78.403999,-29.493637,37.823959,40.808224,-6.33065,37.292236,40.43409,35.304832,20.643387,94.946251,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
276,'2021/08/06 11:08:37:788',4,0,-92.520905,-2.675262,-30.659184,-79.742638,-6.760071,78.47406,-29.358833,37.786591,40.918144,-6.201092,37.235962,40.499523,35.498524,20.34668,94.938713,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
277,'2021/08/06 11:08:37:804',4,0,-92.585449,-2.713394,-30.443748,-79.58297,-6.55777,78.657669,-29.175261,37.941757,40.892097,-6.023026,37.37384,40.385536,35.796585,20.488953,94.797783,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
278,'2021/08/06 11:08:37:822',4,0,-92.684105,-2.914307,-30.413296,-79.438438,-6.282333,78.830032,-28.985012,38.101105,40.872223,-5.841335,37.675522,40.142456,36.083004,20.628677,94.660828,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
279,'2021/08/06 11:08:37:839',4,0,-92.743912,-2.941345,-30.358313,-79.393906,-4.783356,78.986214,-28.698179,38.89212,40.323723,-5.562469,38.391052,39.508392,36.356354,21.855072,94.285812,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
280,'2021/08/06 11:08:37:857',4,0,-92.592369,-3.785248,-30.690815,-79.605125,-5.99147,78.692017,-29.175388,38.386902,40.466824,-6.035561,38.096146,39.72908,35.880688,21.555191,94.544861,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
281,'2021/08/06 11:08:37:875',4,0,-92.598427,-3.811005,-30.648584,-79.575089,-5.817688,78.736359,-29.119196,38.479523,40.416245,-5.98632,38.199707,39.659824,35.968262,21.629944,94.501335,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
282,'2021/08/06 11:08:37:892',4,0,-92.588013,-3.817551,-30.568954,-79.53389,-6.013992,78.765366,-29.06897,38.378052,40.52916,-5.94371,38.10611,39.752476,36.05064,21.331192,94.539917,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
283,'2021/08/06 11:08:37:928',4,0,-92.389359,-3.908569,-31.207981,-80.110168,-4.508652,78.284111,-29.178417,39.106369,39.739738,-6.069592,38.663544,39.214287,35.509674,22.622116,94.446167,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
284,'2021/08/06 11:08:37:949',4,0,-92.244583,-4.000885,-31.620815,-80.522507,-2.871521,77.938675,-29.200809,39.892929,38.92646,-6.119709,39.275223,38.637672,35.150745,24.030655,94.235115,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
285,'2021/08/06 11:08:37:968',4,0,-92.030441,-3.485077,-31.960346,-80.915314,-1.022171,77.58078,-29.118153,40.769501,38.068855,-6.103649,39.901443,38.111938,34.890987,25.460846,93.964127,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
286,'2021/08/06 11:08:37:990',4,0,-91.771927,-2.225266,-31.946968,-81.069626,-0.016159,77.427589,-29.041939,41.280746,37.57407,-6.083649,40.263016,37.818756,34.823162,26.326843,93.759148,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
287,'2021/08/06 11:08:38:010',4,0,-91.458755,-0.46637,-31.847803,-81.181458,0.487473,77.306717,-29.023666,41.534958,37.32074,-6.151291,40.404373,37.864834,34.745541,26.793213,93.663582,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
288,'2021/08/06 11:08:38:030',4,0,-91.230217,0.615143,-31.707666,-81.222023,0.414749,77.260834,-29.045734,41.548309,37.249851,-6.186218,40.308868,37.934364,34.713383,26.835526,93.681099,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
289,'2021/08/06 11:08:38:050',4,0,-90.970085,2.37059,-31.442066,-81.215446,0.777298,77.258675,-28.990696,41.795837,37.012585,-6.131268,40.508743,37.737335,34.765854,27.304932,93.543564,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
290,'2021/08/06 11:08:38:068',4,0,-90.847237,3.211472,-31.371252,-81.198174,0.627975,77.271126,-29.024429,41.725342,37.050919,-6.139652,40.503311,37.738178,34.80056,27.329651,93.551102,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
291,'2021/08/06 11:08:38:089',4,0,-90.781631,3.463013,-31.368862,-81.185684,0.742661,77.274948,-29.083164,41.717545,37.01115,-6.163162,40.599213,37.66576,34.848724,27.602707,93.49176,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
292,'2021/08/06 11:08:38:107',4,0,-90.681274,3.863693,-31.262005,-81.125671,0.792755,77.322693,-29.137943,41.699875,37.021591,-6.164143,40.571289,37.735424,34.938152,27.802567,93.439117,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
293,'2021/08/06 11:08:38:128',4,0,-90.646332,3.956177,-31.236723,-81.092728,0.679352,77.34507,-29.155621,41.645218,37.022549,-6.161301,40.500153,37.836155,35.019764,27.629761,93.509941,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
294,'2021/08/06 11:08:38:147',4,0,-90.640968,3.898727,-31.25717,-81.087921,0.634186,77.344414,-29.253311,41.458939,37.253395,-6.182625,40.441193,37.934494,35.055931,27.57959,93.54248,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
295,'2021/08/06 11:08:38:167',4,0,-90.639534,3.850784,-31.278023,-81.090607,0.562042,77.338486,-29.355183,41.215179,37.53336,-6.222992,40.212433,38.315617,35.076508,27.527435,93.572021,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
296,'2021/08/06 11:08:38:187',4,0,-90.644539,3.721313,-31.261719,-81.08564,0.53862,77.340645,-29.426758,41.03981,37.758781,-6.251343,40.102478,38.451962,35.123108,27.446152,93.604584,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
297,'2021/08/06 11:08:38:206',4,0,-90.653099,3.327408,-31.259117,-81.094727,0.520706,77.329269,-29.540653,40.832031,38.032944,-6.302937,40.037582,38.53479,35.146114,27.413574,93.63269,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
298,'2021/08/06 11:08:38:226',4,0,-90.622864,2.994629,-31.28047,-81.134392,0.623184,77.285393,-29.674492,40.688873,38.204552,-6.406387,39.944473,38.701637,35.121666,27.591934,93.614601,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
299,'2021/08/06 11:08:38:246',4,0,-90.60025,2.788589,-31.28124,-81.140297,0.958206,77.273994,-29.761887,40.650345,38.30864,-6.485352,39.922272,38.858093,35.156254,27.980515,93.509949,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
300,'2021/08/06 11:08:38:267',4,0,-90.563995,2.601013,-31.095619,-81.040565,1.892944,77.35791,-29.750008,40.871933,38.274338,-6.50161,40.152527,38.819511,35.34082,28.917694,93.175217,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
301,'2021/08/06 11:08:38:287',4,0,-90.517105,2.639038,-30.893787,-80.91333,2.446365,77.468658,-29.723137,40.964218,38.361282,-6.489506,40.337479,38.793648,35.536957,29.471375,92.946304,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
302,'2021/08/06 11:08:38:308',4,0,-90.514091,2.61554,-30.792593,-80.838196,2.454376,77.541611,-29.749584,40.764633,38.679459,-6.589317,40.181625,39.095703,35.63591,29.498108,92.911362,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
303,'2021/08/06 11:08:38:329',4,0,-90.517899,2.62619,-30.726276,-80.775963,2.422745,77.602348,-29.780365,40.542252,39.010986,-6.660271,40.070084,39.310478,35.715176,29.457947,92.90255,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
304,'2021/08/06 11:08:38:351',4,0,-90.469284,2.622757,-30.781284,-80.811295,2.291168,77.55864,-29.821316,40.406235,39.073082,-6.715069,40.028442,39.332687,35.687962,29.346634,92.969627,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
305,'2021/08/06 11:08:38:372',4,0,-90.403809,2.63237,-30.793364,-80.821075,2.029663,77.537071,-29.880043,40.227417,39.213478,-6.759987,40.00824,39.333954,35.688396,29.223541,93.037376,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
306,'2021/08/06 11:08:38:395',4,0,-90.359955,2.579559,-30.846584,-80.841881,1.804993,77.506607,-29.931122,40.073242,39.334274,-6.80619,39.953598,39.372192,35.695576,29.095184,93.103905,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
307,'2021/08/06 11:08:38:417',4,0,-90.309509,2.539948,-30.853939,-80.836517,1.644028,77.499725,-29.971745,39.993988,39.397999,-6.835033,39.892776,39.404068,35.718109,29.075516,93.127113,0.033835,0.346232,0.008631,0.218542,0.147074,0.238235,0.310196,0.605652,0.828482,0.259486,0.914216,0.258243,0.273109
